Date,sp500_close,bitcoin_close,nasdaq_close,tesla_close,sp500_volume,bitcoin_volume,nasdaq_volume,tesla_volume,sp500_volatility,bitcoin_volatility,nasdaq_volatility,tesla_volatility,sp500_high,sp500_low,bitcoin_high,bitcoin_low,nasdaq_high,nasdaq_low,tesla_high,tesla_low,is_trading_day,bitcoin_change,sp500_change,nasdaq_change,tesla_change,target_nasdaq_close_next,nasdaq_close_sma_5,nasdaq_close_sma_10,nasdaq_close_sma_20,nasdaq_close_sma_50,nasdaq_close_sma_100,nasdaq_close_ema_12,nasdaq_close_ema_26,nasdaq_close_macd_line,nasdaq_close_macd_signal,nasdaq_close_macd_hist,nasdaq_close_rsi_14,nasdaq_close_bb_mean_20,nasdaq_close_bb_upper_20,nasdaq_close_bb_lower_20,nasdaq_atr_14,nasdaq_pdi_14,nasdaq_mdi_14,nasdaq_dx_14,nasdaq_adx_14,nasdaq_stoch_k_14,nasdaq_stoch_d_3,nasdaq_obv,nasdaq_close_momentum_7,nasdaq_close_roc_7,nasdaq_close_momentum_21,nasdaq_close_roc_21,nasdaq_mfi_14,sp500_volatility_std_10,sp500_avg_volume_20,sp500_volume_spike_20,bitcoin_volatility_std_10,bitcoin_avg_volume_20,bitcoin_volume_spike_20,nasdaq_volatility_std_10,nasdaq_avg_volume_20,nasdaq_volume_spike_20,tesla_volatility_std_10,tesla_avg_volume_20,tesla_volume_spike_20,sp500_to_bitcoin_ratio,sp500_bitcoin_corr_20,sp500_to_nasdaq_ratio,sp500_nasdaq_corr_20,sp500_to_tesla_ratio,sp500_tesla_corr_20,bitcoin_to_nasdaq_ratio,bitcoin_nasdaq_corr_20,bitcoin_to_tesla_ratio,bitcoin_tesla_corr_20,nasdaq_to_tesla_ratio,nasdaq_tesla_corr_20,date,tweet_count,likeCount,quoteCount,retweetCount,replyCount,neg,neu,pos,polarized,nlp_tweet_count,anger,disgust,fear,joy,neutral,sadness,surprise,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,tesla,stock,market,price,profit,loss,revenue,inflation,interest,bitcoin,dogecoin,crypto,ethereum,spacex,model,cybertruck,starship,buy,sell,arts_culture,business_entrepreneurs,celebrity_pop_culture,diaries_daily_life,family,fashion_style,film_tv_video,fitness_&_health,food_&_dining,gaming,learning_educational,music,news_social_concern,other_hobbies,relationships,science_technology,sports,travel_adventure,youth_student_life,no_tweets
2015-01-01,2058.89990234375,314.2489929199219,4736.0498046875,14.827333450317385,2606070000.0,8036550,1515600000.0,34462500.0,0.0,0.0234480733831599,0.0,0.0,2085.580078125,2057.93994140625,320.4349975585937,314.00299072265625,4806.43017578125,4734.10986328125,15.045332908630373,14.81666660308838,False,-1.856380486469611,0.0,0.0,0.0,4726.81005859375,4772.6619140625,4778.93896484375,4735.99248046875,4734.81,4602.287529296875,4763.476291334951,4747.370834831302,16.105456503649293,18.77682477663452,-2.671368272985223,67.27936239913329,4735.99248046875,4884.53078041158,4587.45418052592,47.18425395632129,13.743998419071277,18.999071062290763,16.049419698451825,19.672141617758108,2.399719740760203,40.42025634784657,18500310000.0,-37.42041015625,-0.7839246600908067,27.8896484375,0.5923683033695726,77.33046652349415,0.0042271024393753,3561810500.0,0.7316700312944779,0.0007758571423503,18139814.5,0.443033747671455,0.0046319025758108,1777908000.0,0.8524625571176911,0.012570106839738,71869350.0,0.4795159549933316,6.551810662026232,-0.5979835120680751,0.4347293603850948,0.9867774952440878,138.85840695783898,0.9703680494625806,0.0663525524180286,-0.5375444813946969,21.193898010919508,-0.5708462482617316,319.4134549247709,0.9748365263994234,2015-01-01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-02,2058.199951171875,315.0320129394531,4726.81005859375,14.620667457580566,2708700000.0,7860650,1435150000.0,71466000.0,0.0083851499122468,0.0234209043250137,0.009087849689907,0.023552177450902,2072.360107421875,2046.0400390625,315.8389892578125,313.56500244140625,4777.009765625,4698.10986328125,14.883333206176758,14.21733283996582,True,0.2491718469025627,-0.0339963672385534,-0.1950939385097938,-1.3938176640412192,4726.81005859375,4756.651953125,4775.077978515625,4739.652978515625,4735.7433984375,4604.003427734375,4757.835332451689,4745.847814369262,11.987518082427414,17.418963437793096,-5.431445355365682,43.4915800548665,4739.652978515625,4883.16534975496,4596.140607276291,49.4496574125662,12.17761441530695,22.033867688215835,28.809781590532083,20.324830187241965,24.56360300724229,20.006453112638464,17065160000.0,-80.0498046875,-1.66532428579802,73.2099609375,1.5731897756829485,59.632652367840855,0.0042507812444995,3489363000.0,0.7762734917519329,0.0007325020611773,17949052.0,0.4379423492672482,0.00465013705325,1755222000.0,0.817645859042332,0.0124297072346363,70062300.0,1.0200350259697442,6.53330412984869,-0.5219374244986825,0.4354310678149398,0.9884437914519436,140.77332359438444,0.967753615061574,0.0666479103315559,-0.4720922002303825,21.54703359839529,-0.5081100238365309,323.29646182760143,0.9717731758948936,2015-01-02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-03,2058.199951171875,281.0820007324219,4726.81005859375,14.620667457580566,2708700000.0,33054400,1435150000.0,71466000.0,0.0,0.0306329396944427,0.0,0.0,2072.360107421875,2046.0400390625,315.1499938964844,281.0820007324219,4777.009765625,4698.10986328125,14.883333206176758,14.21733283996582,False,-10.776686435849992,0.0,0.0,0.0,4726.81005859375,4740.63193359375,4770.411962890625,4743.3134765625,4736.508798828125,4606.604028320313,4753.062213396622,4744.437610237743,8.624603158878926,15.66009138201026,-7.035488223131335,37.4472007246492,4743.3134765625,4881.208868407872,4605.418084717128,51.55324633622218,10.846379712173457,19.625165268312085,28.809781590532097,20.93089814461983,24.56360300724229,17.17564191841492,17065160000.0,-80.0498046875,-1.66532428579802,73.2099609375,1.5731897756829485,59.632652367840855,0.0043501951903609,3416915500.0,0.7927325097738004,0.0025699133551991,18981012.0,1.7414456089064163,0.0047593471302871,1732536000.0,0.8283521958562478,0.0126860440179589,68255250.0,1.0470403375564517,7.322418176221799,-0.2550239617853158,0.4354310678149398,0.9923526058864508,140.77332359438444,0.9643247976684876,0.0594654740190777,-0.2323420216215664,19.224977351268983,-0.2844903083809859,323.29646182760143,0.968651722547748,2015-01-03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-04,2058.199951171875,264.19500732421875,4726.81005859375,14.620667457580566,2708700000.0,55629100,1435150000.0,71466000.0,0.0,0.0316054566645279,0.0,0.0,2072.360107421875,2046.0400390625,287.2300109863281,257.61199951171875,4777.009765625,4698.10986328125,14.883333206176758,14.21733283996582,False,-6.00785299812876,0.0,0.0,0.0,4652.56982421875,4730.50595703125,4765.745947265625,4749.395971679687,4737.27419921875,4608.750229492188,4749.023420350026,4743.131865671521,5.89155467850469,13.706384041309148,-7.814829362804458,37.4472007246492,4749.395971679687,4871.455490071043,4627.336453288332,53.50657890818845,9.70395904762818,17.55809819684744,28.809781590532097,21.493675533613565,24.56360300724229,24.56360300724229,17065160000.0,-80.0498046875,-1.66532428579802,73.2099609375,1.5731897756829485,59.632652367840855,0.0043501951903609,3334251000.0,0.8123863500378345,0.0035014795046188,20899257.0,2.6617740525416766,0.0047593471302871,1697113000.0,0.8456419814119626,0.0126860440179589,67914825.0,1.0522886571525436,7.790457404995783,0.0385904297803661,0.4354310678149398,0.9914864221451458,140.77332359438444,0.9561898828122528,0.055892875755371,0.057785867728312,18.069968973081195,-0.039250915879761,323.29646182760143,0.9586666528105692,2015-01-04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-05,2020.5799560546875,274.4739990234375,4652.56982421875,14.005999565124512,3799120000.0,43962800,1794470000.0,80527500.0,0.0090420499525352,0.0328871371073614,0.0094927771229807,0.0237364211116072,2054.43994140625,2017.3399658203125,278.34100341796875,265.0840148925781,4702.77001953125,4641.4599609375,14.43333339691162,13.810667037963867,True,3.890683553533014,-1.8278105145113743,-1.5706202164824656,-4.204102817052724,4592.740234375,4713.8099609375,4750.316943359375,4754.632958984375,4736.554794921875,4610.154028320312,4734.184405560599,4736.423566304649,-2.239160744050423,10.517275084237236,-12.75643582828766,24.629647407061512,4754.632958984375,4845.205374105564,4664.0605438631865,55.781115961621424,8.643392942710474,22.89324326314885,45.185067384551424,23.18591780868056,6.403739853873259,18.51031528945261,15270690000.0,-154.34033203125,-3.210801263480556,47.40966796875,1.0294901015420077,42.98575891166775,0.0044523934209993,3276273000.0,1.1595859075235797,0.0042543251492337,21554152.0,2.039644148375682,0.0048195768364684,1675253000.0,1.07116357947128,0.0125922995783278,65621625.0,1.2271488247967035,7.361644320568772,0.453462618531508,0.4342933115235899,0.9846622128031588,144.26531620677832,0.9220590625663302,0.0589940633657285,0.4787813399753207,19.596887587151475,0.323069762558302,332.1840617362171,0.9264224776634972,2015-01-05,2,3575.0,3.0,3625.0,400.0,0.022616675347015,0.9320188692937474,0.0453644765577155,0.0,2.0,0.0116586114788462,0.0063697220363171,0.1695547107207143,0.0090823565146005,0.7361289167808471,0.0170758674242573,0.050129788648,0.4958972218542839,0.5233868509816625,0.4276349604693323,0.2869784278121738,0.5377791529708815,,,,,,,,,,,,,,,,,,,,0.0007211147058364,0.002525368805604,0.0023379170960251,0.0170641624319492,0.0002484381567885,0.0001927711156336,0.0053066677975488,0.000258542213257,0.0003166862467333,0.0007450215867804,0.0017674572104837,0.0007171717219579,0.9090276300549742,0.0049480740485716,0.0004794104919819,0.0475664753821671,0.0010761320845581,0.0039524773652154,0.0007484557712077,0
2015-01-06,2002.6099853515625,286.1889953613281,4592.740234375,14.085332870483398,4460110000.0,23245700,2167320000.0,93928500.0,0.009159382881805,0.0341933616511513,0.0097061994011064,0.0237623083130274,2030.25,1992.43994140625,287.5530090332031,272.6960144042969,4667.330078125,4567.58984375,14.279999732971191,13.61400032043457,True,4.268162514326268,-0.8893471722946522,-1.2859471669250278,0.5664237314159992,4650.47021484375,4685.148046875,4728.90498046875,4752.054467773438,4734.989599609375,4610.95953125,4712.423763839737,4725.780356532083,-13.356592692345655,5.742501528920657,-19.09909422126632,15.018413475833668,4752.054467773438,4857.556885706871,4646.552049840005,58.92105299114847,7.598297133346381,29.0802559945821,58.56817412156456,25.71322183102941,10.16751086669009,13.71161790926854,13103370000.0,-184.69970703125,-3.8660811919465687,44.91015625,0.9875073491865338,26.49316656766578,0.0044304086023584,3252160000.0,1.3714300649414544,0.0049077493806873,20838042.0,1.1155414697791664,0.0047740513864263,1669622500.0,1.298089837672887,0.0123272432989773,64792200.0,1.4496883884171243,6.997508701629725,0.65782274532582,0.4360381565590736,0.9876377860779832,142.1769725831715,0.8912729513429996,0.0623133425268224,0.6496113889693942,20.31822733568854,0.5665552028778286,326.0654381835266,0.8942043417478285,2015-01-06,4,2269.0,6.0,1958.0,357.0,0.1873398925448195,0.7651335364157986,0.0475265293417883,0.0,3.0,0.0739698639949495,0.0123282799285038,0.2925087136641678,0.0056589264755992,0.4242782306195422,0.0203028712993591,0.1709531223646022,0.4789030521526863,0.5605364071883412,0.4378223695993087,0.2866803245935477,0.5110135410001453,,,,,,,,,,,,,,,,,,,,0.0025815972220892,0.0048025428356709,0.005481233208895,0.0422728373676266,0.0009227427810054,0.0003242892410865,0.0064725927228019,0.001161950227134,0.0007683583195492,0.0010879572361943,0.0049466381335764,0.0017891020187067,0.5683280022882433,0.008736051279947,0.0017780192109932,0.3376679924895571,0.0054575463087215,0.003662566631013,0.001757992421548,0
2015-01-07,2025.9000244140625,294.3370056152344,4650.47021484375,14.063332557678224,3805480000.0,24866800,1957950000.0,44526000.0,0.0093743250972471,0.034456163379727,0.009991406211924,0.0235058976954648,2029.6099853515625,2005.550048828125,298.7539978027344,283.0790100097656,4652.72021484375,4613.89990234375,14.3186674118042,13.985333442687988,True,2.8470732229305185,1.162984267174294,1.2569833590121648,-0.1561930627232755,4736.18994140625,4669.880078125,4713.266015625,4747.157983398438,4733.950205078125,4612.405732421875,4702.892448609586,4720.201827518133,-17.309378908546933,1.1321254414271391,-18.44150434997407,32.61513626324019,4747.157983398438,4862.047041382917,4632.268925413959,58.99669066812001,7.046515925072917,26.968475090519807,58.56817412156456,28.060004137496207,33.50592387592431,16.692391532162546,15061320000.0,-85.57958984375,-1.8069824721658856,6.16015625,0.132638781052119,33.60000088643535,0.0042097597607686,3207265000.0,1.1865187316919557,0.0052191836042589,20122732.0,1.2357566557065909,0.0045245840638248,1658907000.0,1.1802650781508548,0.0115070449379835,61406025.0,0.7251080003957266,6.882926664893697,0.6711979184460469,0.4356333727173715,0.9904463782927956,144.05547306125334,0.909080600837238,0.0632918806093511,0.6616243132881338,20.929392404543105,0.5885057784691679,330.6805265231896,0.9169181426995776,2015-01-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-08,2062.139892578125,283.3489990234375,4736.18994140625,14.041333198547363,3934010000.0,19982500,2105450000.0,51637500.0,0.009940340054926,0.0347336154332998,0.0104314234321195,0.0231864171045258,2064.080078125,2030.6099853515625,294.135009765625,282.17498779296875,4741.3798828125,4688.02001953125,14.25333309173584,14.000666618347168,True,-3.733137995621494,1.7888280629516196,1.843248587828672,-0.1564306258181158,4704.06982421875,4671.7560546875,4706.193994140625,4745.698486328125,4735.1598046875,4614.83373046875,4708.015139809073,4721.386132250586,-13.370992441513408,-1.7684981351609703,-11.602494306352437,46.14155836844832,4745.698486328125,4860.354275086052,4631.042697570198,61.27618904673644,16.634684908992682,24.110577390843176,18.34788159378376,27.3662810986596,68.15970974784541,37.27771483015327,17166770000.0,0.14013671875,0.002958936762254,-12.2099609375,-0.2571384295470436,43.331331836209074,0.0043451745610369,3080689000.0,1.2769903096352797,0.0052607466050712,19930702.0,1.0025989049457464,0.004635772560227,1599783500.0,1.3160843326612632,0.0114144641772223,58805025.0,0.8781137326274413,7.277738406295033,0.6501082750550644,0.4354005895223541,0.9907670017492252,146.86211511535544,0.8495095772816951,0.0598263588515005,0.6418901325642842,20.179636436001047,0.6399704479056277,337.3034365352308,0.8627376977923537,2015-01-08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-09,2044.81005859375,290.4079895019531,4704.06982421875,13.77733325958252,3364140000.0,18718600,1715830000.0,70024500.0,0.0100548798737692,0.0351616536338386,0.0105005380834327,0.0232242950291779,2064.429931640625,2038.3299560546875,291.114013671875,280.5329895019531,4744.7099609375,4681.240234375,13.998666763305664,13.663999557495115,True,2.4912706601556422,-0.8403811034715436,-0.6781847346680303,-1.8801629106854008,4704.06982421875,4667.2080078125,4698.856982421875,4742.632983398437,4735.203798828125,4617.653530273437,4707.4081681797925,4720.103442766747,-12.695274586954838,-3.953853425519744,-8.741421161435094,41.5574896946998,4742.632983398437,4858.346699077117,4626.919267719758,61.432870297862415,15.407097674913336,23.11958483669039,20.0185602782024,26.84144389719837,55.17455793001891,52.28006385126288,15450940000.0,-22.740234375,-0.4810905048671543,-61.31005859375,-1.286572321650148,34.886324193773575,0.0044755805152263,2925619500.0,1.1498897925721372,0.0050072565951581,19823797.0,0.9442489751080482,0.0047405089979988,1521179000.0,1.1279606147599988,0.0113695318654307,57123375.0,1.2258466871048848,7.041163234181606,0.6698186885314438,0.4346895635065007,0.9910783451907644,148.41842177052135,0.8244642310093078,0.0617354759503775,0.6536838831031212,21.078679308273703,0.6680649603734371,341.4354385996244,0.8294708266954519,2015-01-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-10,2044.81005859375,274.7959899902344,4704.06982421875,13.77733325958252,3364140000.0,15264300,1715830000.0,70024500.0,0.0,0.0361162367214265,0.0,0.0,2064.429931640625,2038.3299560546875,288.12701416015625,273.96600341796875,4744.7099609375,4681.240234375,13.998666763305664,13.663999557495115,False,-5.375884988044987,0.0,0.0,0.0,4704.06982421875,4677.5080078125,4695.658984375,4739.56748046875,4735.025791015625,4620.3922265625,4706.894576801171,4718.915767318747,-12.021190517576542,-5.567320843931104,-6.453869673645438,36.81469140287364,4739.56748046875,4855.990170995908,4623.144789941592,61.57836003105082,14.272788855043844,21.417463545236554,20.0185602782024,26.35409506727009,55.17455793001891,59.50294186929441,15450940000.0,-22.740234375,-0.4810905048671543,-61.31005859375,-1.286572321650148,34.886324193773575,0.0048378578633443,2770550000.0,1.2142498781830322,0.004639025373692,19826632.0,0.7698887032351234,0.0051124197641275,1442574500.0,1.1894221061026655,0.012133933198805,55441725.0,1.263028883029884,7.441193223621705,0.6788668432142482,0.4346895635065007,0.9913656281687986,148.41842177052135,0.8117339171769897,0.058416647766463,0.6547473826773761,19.945513751662077,0.7193926626814888,341.4354385996244,0.8109950218103219,2015-01-10,14,21923.0,6.0,15895.0,1972.0,0.1169716200270247,0.3353677261419857,0.5476606465719347,0.505778924320767,14.0,0.0158271846603323,0.0229823508839652,0.0318705810343349,0.0783749859719152,0.64080307092188,0.1199061027691917,0.0902357461876213,0.4818596804199344,0.5307531370742279,0.4841342361601721,0.3319389808235752,0.5017465149672143,,,,,,,,,,,,,,,,,,,,0.0081438051043319,0.0297742691086812,0.0075444871921244,0.1075674367929601,0.0013274251718611,0.0016698528589557,0.0975007116920158,0.001525549499259,0.0020835175301402,0.0080866355049889,0.0116905693937118,0.0153939243448135,0.2302172821713071,0.0332662580417298,0.0021945310065861,0.3977440291325708,0.0087711701572816,0.0328338692557383,0.0026646645659942,0
