date,tweet_count,neg,neu,pos,nlp_tweet_count,share_neutral,share_polarized,joy,sadness,fear,anger,disgust
2022-10-26,1,0.086391635,0.68060243,0.23300596,1,1.0,0.0,0.15,0.3,0.4,0.4333333333333333,0.2
2022-10-27,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-29,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-30,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02,1,0.16332789,0.8070635,0.029608566,1,1.0,0.0,0.15,0.3,0.4,0.4333333333333333,0.2
2022-11-03,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-05,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-09,1,0.13265753,0.6415389,0.22580358,1,1.0,0.0,0.11666666666666667,0.3,0.4,0.39999999999999997,0.2
2022-11-10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-11,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-13,1,0.052139197,0.471404,0.4764568,1,1.0,0.0,0.1,0.3,0.4,0.39999999999999997,0.2
2022-11-14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-17,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-19,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-20,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-22,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-23,1,0.05641632,0.84055454,0.103029154,1,1.0,0.0,0.1,0.3,0.4,0.39999999999999997,0.2
2022-11-24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-25,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-26,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-27,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-28,3,0.0970727,0.6187987,0.28412864,3,1.0,0.0,0.0,0.2,0.4,0.3,0.2
2022-11-29,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-30,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05,1,0.043346353,0.509404,0.44724968,1,1.0,0.0,0.0,0.2,0.4,0.3,0.2
2022-12-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-09,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-10,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-11,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-13,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14,14,0.026756123,0.68833447,0.2849094,3,1.0,0.0,0.0,0.23333333333333334,0.33333333333333337,0.33333333333333337,0.23333333333333334
2022-12-15,4,0.023364596,0.61821115,0.35842425,2,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-16,18,0.087230824,0.601607,0.3111621,3,0.6666666666666666,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-17,7,0.1187523,0.7116904,0.16955727,1,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-18,7,0.3645862,0.35596228,0.27945152,3,0.3333333333333333,0.6666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-19,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-20,7,0.065234624,0.5815745,0.35319087,3,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-21,12,0.043645535,0.67572933,0.28062513,6,0.8333333333333334,0.16666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-22,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23,6,0.10894023,0.7387231,0.15233669,5,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-24,4,0.08251933,0.7572074,0.16027324,3,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-25,2,0.09122381,0.8595067,0.04926936,1,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2022-12-26,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,3,0.07106961,0.76233435,0.16659606,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16,0.12734962,0.75592184,0.11672857,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,4,0.23069106,0.56044257,0.20886636,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,9,0.15995917,0.71289575,0.12714511,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
