date,sp500_to_tesla_ratio,sp500_tesla_corr_20,sp500_to_bitcoin_ratio,sp500_bitcoin_corr_20,sp500_to_nasdaq_ratio,sp500_nasdaq_corr_20,tesla_to_bitcoin_ratio,tesla_bitcoin_corr_20,tesla_to_nasdaq_ratio,tesla_nasdaq_corr_20,bitcoin_to_nasdaq_ratio,bitcoin_nasdaq_corr_20
2014-09-17,114.86552042586312,,4.37660414731934,,0.43873007743998016,,0.03810198335491025,,0.0038195106400370745,,0.10024440471928475,
2014-09-18,114.35979419980768,1.0,4.7388558424797145,-1.0000000000000027,0.43787755737670936,1.0,0.04143812845797937,-1.0000000000000027,0.0038289467066690975,1.0,0.09240153571491214,-1.0000000000000027
2014-09-19,116.28875589964619,0.13733998640060766,5.092250365723805,-0.8349999923475624,0.43897209419355804,0.9353725595572557,0.04378970543049122,0.4303568801936248,0.003774845562647331,0.4787766526035319,0.08620394966207896,-0.5864325189681846
2014-09-20,116.28875589964619,-0.03263636834213387,4.916557591085759,-0.8492989633590644,0.43897209419355804,0.9100073037114969,0.04227887342202375,0.5098635438701742,0.003774845562647331,0.38467202774366005,0.08928444059914217,-0.5728679414917879
2014-09-21,116.28875589964619,-0.10904756902548035,5.040857807898908,-0.8467032959365588,0.43897209419355804,0.8964675957630842,0.043347766247056774,0.5813410216844883,0.003774845562647331,0.3427092178285786,0.08708281624323919,-0.5410572067038792
2014-09-22,119.64304393706414,0.7660347615505124,4.959045333876877,-0.21049787454646274,0.44046524052464064,0.9709035495082264,0.04144867240660882,0.4506702786683393,0.0036814947700289096,0.8914647392138446,0.08882057147485163,0.007306780271940962
2014-09-23,118.77141431258671,0.8436664371972961,4.54981880600972,-0.4018753455114147,0.4397663279797033,0.9817389090818962,0.0383073556237644,0.12617994611740854,0.0037026276947608877,0.923199364704808,0.09665578932480322,-0.25702073703472317
2014-09-24,118.88038350914316,0.8339480237656262,4.721825385407881,-0.41022288968964254,0.4386835223281668,0.9783650412211407,0.03971912981795455,0.08180086226190648,0.003690125396461456,0.8845322330424444,0.09290549449029921,-0.2624628649667635
2014-09-25,119.4162794814545,0.867030248774048,4.776759381652275,-0.16701307669812082,0.44013880119424076,0.9900338445212667,0.04000090609416543,0.12879509125436087,0.0036857520859423097,0.9029893224811537,0.09214171492180066,-0.08871514823988053
2014-09-26,120.61130846548353,0.8762761670080111,4.9028869022331225,-0.08678737284699188,0.4394429315553083,0.9906369182338056,0.040650308537496946,0.2097645030056472,0.0036434637609546188,0.9015546681219836,0.08962942452438681,-0.020205401955156396
2014-09-27,120.61130846548353,0.8837735941621412,4.963080772206576,-0.007414527224886404,0.4394429315553083,0.991091894978426,0.04114938172341366,0.28813754489632604,0.0036434637609546188,0.9031330449300429,0.08854236949279648,0.048938044549257556
2014-09-28,120.61130846548353,0.889646228969973,5.257025080450475,0.1193964720658554,0.4394429315553083,0.9914447547038755,0.04358650235483456,0.403110522373409,0.0036434637609546188,0.9052980668919466,0.08359156078396575,0.15794507706703242
2014-09-29,120.96142215436667,0.9006643851188069,5.26757343129727,0.23820625556699582,0.438940489799448,0.990232646448135,0.043547548776129465,0.49102722514875796,0.003628764295109624,0.9090593507629976,0.08332878421617904,0.24736756798411347
2014-09-30,121.90683142895172,0.9141733401775213,5.097094250894425,0.3081868720334827,0.4389314034731789,0.9895203141933337,0.04181139146303751,0.5378826073809182,0.0036005480441757822,0.9160398330396442,0.08611404495731197,0.306507045491001
2014-10-01,121.51348297492544,0.9101952209087558,5.073211641157854,0.4007095180982287,0.44009961419719007,0.9934039815295943,0.041750195261909505,0.5835175395488873,0.0036218171302686264,0.9136467386137469,0.08674970518216871,0.39906205934006755
2014-10-02,116.11069297930783,0.7871841821927127,5.188790661037648,0.49340443078973506,0.43929618485514793,0.9941456904098097,0.044688310162461484,0.5499387219666659,0.003783425742997118,0.8078943438025201,0.08466253768027289,0.48770626277194207
2014-10-03,115.66357302654325,0.735281969159017,5.473809109282306,0.5254629689422117,0.4396932654889173,0.9943943221303185,0.04732526383242665,0.43370816936336304,0.0038014843738919733,0.7537820572266452,0.08032674444991146,0.5221830079128232
2014-10-04,115.66357302654325,0.6918513088543218,5.983896299660337,0.5323445418332362,0.4396932654889173,0.9945982874150172,0.051735357494853744,0.27912274176897484,0.0038014843738919733,0.7086124362559849,0.07347942602445759,0.5319800131032921
2014-10-05,115.66357302654325,0.6549614914009666,6.139901920233636,0.5403667060582739,0.4396932654889173,0.9947686267736666,0.053084145332641684,0.1751860930554684,0.0038014843738919733,0.6703219898012268,0.07161242495420611,0.5418698269570082
2014-10-06,113.08533482543007,0.5582232089992919,5.9525746463882445,0.5656718996394866,0.44105684484892194,0.9932227910957191,0.05263790088765479,0.041928014670224646,0.003900212574245651,0.5469984849472314,0.0740951388348461,0.5833921337456535
2014-10-07,111.82532604386225,0.33579032493219707,5.756022416490077,0.6004923886843855,0.44127973396845965,0.9941025579023768,0.0514733345309661,-0.188010436858742,0.003946151999551269,0.309927083393022,0.07666400546048331,0.6149103684486996
2014-10-08,113.90523645094125,0.19774141064605147,5.578540264716253,0.5632840986711446,0.4406065634782365,0.9936178864224711,0.048975274873503456,-0.37785529519337935,0.003868185319715348,0.14505369400321474,0.07898241162926294,0.5806358360446348
