date,target_tesla_change_volume_next
2015-02-09,7.043990258639288
2015-02-10,55.2384517912683
2015-02-11,81.22808644838142
2015-02-12,60.19490024669623
2015-02-13,-60.43988344750025
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,0.0
2015-02-17,-35.71959295751898
2015-02-18,-31.812242436425777
2015-02-19,89.93587853773586
2015-02-20,16.064880386488433
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,42.08722689356581
2015-02-24,-22.308760206122503
2015-02-25,-40.79744381852323
2015-02-26,65.56848701880035
2015-02-27,-40.02533640253982
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,104.0673862084954
2015-03-03,-44.05145100415295
2015-03-04,-4.744714933555938
2015-03-05,15.5139744197063
2015-03-06,37.63379126512201
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.3620165663548169
2015-03-10,-17.174581026318524
2015-03-11,-10.839292435077152
2015-03-12,-16.59530844841103
2015-03-13,30.969079121779576
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,3.579117825662914
2015-03-17,-13.052515633882887
2015-03-18,-1.495678469994488
2015-03-19,75.80119894625486
2015-03-20,-49.623607702473095
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,-38.36280594917437
2015-03-24,38.69509043927648
2015-03-25,57.00156168662156
2015-03-26,-27.963143934105812
2015-03-27,108.45203488372093
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,17.252960522492987
2015-03-31,-50.17988998463749
2015-04-01,-24.509608880754385
2015-04-02,32.04026774890634
2015-04-03,0.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,148.59891425834263
2015-04-07,-65.09337015687471
2015-04-08,44.968835529796
2015-04-09,-39.70903206358776
2015-04-10,7.039103205094466
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,-7.60872237382304
2015-04-14,-19.482731094672975
2015-04-15,-35.47918043621942
2015-04-16,-15.022536365498873
2015-04-17,48.869869206196135
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,3.619579740070456
2015-04-21,34.11870433321611
2015-04-22,129.075018208303
2015-04-23,-43.89927508584511
2015-04-24,-44.96282190787088
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,380.7891918609441
2015-04-28,-47.86594246354711
2015-04-29,-35.31896013409144
2015-04-30,-0.614821777901986
2015-05-01,35.01623252128121
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,-16.03839672832611
2015-05-05,30.719794344473005
2015-05-06,-9.0738153150822
2015-05-07,79.39820524009183
2015-05-08,-50.6318806247951
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,21.509361209888176
2015-05-12,12.18377025192603
2015-05-13,-14.50796743879058
2015-05-14,-46.76850115804566
2015-05-15,56.34517766497462
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,-25.938687163176954
2015-05-19,9.572945246331855
2015-05-20,2.215448260845898
2015-05-21,-47.52902332516775
2015-05-22,12.813356338171111
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,57.37933516261078
2015-05-27,-2.5866750507331338
2015-05-28,7.0154333665864765
2015-05-29,3.893290927535431
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,-33.89016441031325
2015-06-02,-14.781845036126306
2015-06-03,-16.54955967772157
2015-06-04,37.72663485826551
2015-06-05,23.16596022171502
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,66.01588352084713
2015-06-09,-47.95495315925852
2015-06-10,32.30056298111907
2015-06-11,-40.82790563033725
2015-06-12,-30.419255418032385
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,53.70878155100893
2015-06-16,-9.216906047022231
2015-06-17,177.76994004131606
2015-06-18,-49.52384407480637
2015-06-19,-11.488841772379343
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,85.18473406414941
2015-06-23,-15.134507026813704
2015-06-24,-37.67954944714271
2015-06-25,18.11134601832276
2015-06-26,34.71851747859047
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,-9.365881617340555
2015-06-30,-11.267929517951082
2015-07-01,-31.93171142570216
2015-07-02,240.94327051208836
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,-42.4629042839794
2015-07-07,48.11373395764089
2015-07-08,1.9000507772190425
2015-07-09,-46.406584044622335
2015-07-10,-21.69101106745449
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,13.382358573671915
2015-07-14,-35.560585075836904
2015-07-15,5.976095617529875
2015-07-16,-20.06331618519984
2015-07-17,209.6596534653465
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,-0.5115805039867305
2015-07-21,22.701616952897453
2015-07-22,-49.17085468266571
2015-07-23,-28.27053140096618
2015-07-24,27.35721982758621
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,65.49268464657148
2015-07-28,-17.008222913382475
2015-07-29,-28.381847117408487
2015-07-30,-27.07788251317157
2015-07-31,9.24014548314165
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,14.887969045262306
2015-08-04,-7.87154885451341
2015-08-05,164.15727948990434
2015-08-06,135.32497626442236
2015-08-07,-65.30723888455805
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,-17.493199826546302
2015-08-11,1.887288277311927
2015-08-12,-12.58880630260968
2015-08-13,25.783261802575108
2015-08-14,-6.918024396485545
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,64.42219574780059
2015-08-18,-41.54695054830214
2015-08-19,-14.08104886769964
2015-08-20,36.109646810753816
2015-08-21,34.33486893065351
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,45.39164213529179
2015-08-25,-54.83739667696419
2015-08-26,14.690453631594757
2015-08-27,54.261535361676415
2015-08-28,-27.98197492163009
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,-14.75415782505396
2015-09-01,16.054635972937326
2015-09-02,-15.135293686294638
2015-09-03,-9.383910826924737
2015-09-04,-12.053018022313344
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,-14.935487368535185
2015-09-09,8.049200178446236
2015-09-10,-20.10734929810074
2015-09-11,-13.222591362126243
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,22.97515739322784
2015-09-15,1.473589539589737
2015-09-16,50.57439918186466
2015-09-17,-18.82004029793304
2015-09-18,4.9445033186457765
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,62.6371874252611
2015-09-22,-40.12613966863828
2015-09-23,-29.02521558781792
2015-09-24,32.58228237465395
2015-09-25,9.43100748216461
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,29.885514390205124
2015-09-29,-24.441451918956968
2015-09-30,33.117303953337654
2015-10-01,-7.233852645245054
2015-10-02,-3.258254974852393
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,-16.59358047016275
2015-10-06,41.608173663242894
2015-10-07,30.40649161754574
2015-10-08,-9.99119459935427
2015-10-09,0.4108784973586354
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,-37.70622239542738
2015-10-13,34.80436879284727
2015-10-14,-39.97099487576139
2015-10-15,-8.381651848988536
2015-10-16,52.3978623162928
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,-42.1409620486792
2015-10-20,494.1225726703617
2015-10-21,-72.13758389261746
2015-10-22,-31.94748885944839
2015-10-23,49.918589834348005
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,-19.92917010978633
2015-10-27,3.774252521082744
2015-10-28,-22.469739160084103
2015-10-29,-33.84886022135893
2015-10-30,145.9224376731302
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,-11.511861046655705
2015-11-03,112.13625601466433
2015-11-04,52.73207320732074
2015-11-05,-64.66557706814183
2015-11-06,-45.62133072407045
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,57.48169958696274
2015-11-10,19.89405074138513
2015-11-11,-27.48971193415638
2015-11-12,-12.901009618256763
2015-11-13,17.641208546246446
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,-14.7188292569163
2015-11-17,-26.550215355165108
2015-11-18,30.86517429143203
2015-11-19,-10.9356662754721
2015-11-20,75.71873502635363
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,-42.595496171063694
2015-11-24,-1.8169582772543769
2015-11-25,60.89989114220054
2015-11-26,0.0
2015-11-27,-51.15265109752431
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,36.44198214835335
2015-12-01,40.3864952252049
2015-12-02,-20.152651312265668
2015-12-03,-1.4053328861311387
2015-12-04,-12.450673561028712
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,22.171277587814743
2015-12-08,-14.52197697347497
2015-12-09,13.774371186188429
2015-12-10,-32.24867551834652
2015-12-11,57.77863590288168
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,-13.509958087313
2015-12-15,-20.61122705245658
2015-12-16,127.4238103724826
2015-12-17,-35.376055482632296
2015-12-18,-8.621839568301704
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,-35.20005308207816
2015-12-22,0.4249436821626151
2015-12-23,-20.723935763446345
2015-12-24,-54.46945337620579
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,168.545197740113
2015-12-29,26.56077420712144
2015-12-30,53.675767776254006
2015-12-31,-26.57995078287677
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,151.4585635359116
2016-01-05,-53.32132237699756
2016-01-06,18.586042425003143
2016-01-07,-5.94850625810378
2016-01-08,2.076358213994322
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,12.769769300735923
2016-01-12,-24.429290707337337
2016-01-13,33.458391280442456
2016-01-14,57.29691740984877
2016-01-15,-14.052413453094426
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,-27.60369985300971
2016-01-20,44.56632084581673
2016-01-21,-45.7712465317028
2016-01-22,-1.3296696355252324
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,-13.616721615825355
2016-01-26,83.94782673138918
2016-01-27,-27.13428145521937
2016-01-28,26.971137896715703
2016-01-29,-37.89627242640656
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,85.73081372927112
2016-02-02,8.985200845665965
2016-02-03,37.373562422059024
2016-02-04,-44.708374309705725
2016-02-05,115.2049984037944
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,-1.3202509112486216
2016-02-09,-7.101900569096964
2016-02-10,20.28410929770217
2016-02-11,36.95670974871474
2016-02-12,-49.23100670764222
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,-22.692722297465384
2016-02-17,4.136722800243131
2016-02-18,-33.262377257433215
2016-02-19,-23.87591315979009
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,70.98398323984591
2016-02-23,18.266437422185323
2016-02-24,-9.838914511062091
2016-02-25,6.581288457261469
2016-02-26,5.4671605195889095
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,-25.82150335526208
2016-03-01,49.19315403422984
2016-03-02,-27.558773576472696
2016-03-03,-0.6869035867061557
2016-03-04,34.37771795402775
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,-17.8715076050608
2016-03-08,-21.59154876721582
2016-03-09,-23.215354057482
2016-03-10,61.83070498036527
2016-03-11,-35.616754935002405
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,21.61466901977207
2016-03-15,-21.77238851858229
2016-03-16,10.570664989781475
2016-03-17,7.569596496715669
2016-03-18,24.555235401411625
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,12.649093764591024
2016-03-22,-18.685707826218025
2016-03-23,14.661723818350314
2016-03-24,0.2445037180730747
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,-20.867181358221288
2016-03-29,2.256922332322908
2016-03-30,0.4658346411578584
2016-03-31,98.68336226134392
2016-04-01,99.64681950355052
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,-15.766213470854815
2016-04-05,-26.17084591808717
2016-04-06,17.658588559309262
2016-04-07,-24.341548844560247
2016-04-08,-16.85034213319483
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,24.4136938307147
2016-04-12,-37.094644007116585
2016-04-13,-14.533592448639643
2016-04-14,-16.107682312814685
2016-04-15,-9.191229853346885
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,13.831148065238242
2016-04-19,48.8387882193192
2016-04-20,-18.29964608729847
2016-04-21,-46.418051250457246
2016-04-22,36.0461356041824
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,-3.0636769405488207
2016-04-26,-12.165218102062504
2016-04-27,-0.5583472920156374
2016-04-28,-21.42366959885208
2016-04-29,114.91861849940452
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,-28.99811592596697
2016-05-03,11.922786753037284
2016-05-04,102.23374087676072
2016-05-05,29.35808286880064
2016-05-06,-49.486441340583575
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,-15.98536551044818
2016-05-10,-14.776819361862492
2016-05-11,26.809315580012782
2016-05-12,-29.27991630988589
2016-05-13,-22.6736063552938
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,4.484908601388682
2016-05-17,-3.587170271919715
2016-05-18,97.54888169925448
2016-05-19,22.230529595015568
2016-05-20,31.1783638932176
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,-43.35024591710983
2016-05-24,-40.93483586477217
2016-05-25,3.749419337713178
2016-05-26,30.24178073429704
2016-05-27,-10.364895393379824
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,-23.5953209325261
2016-06-01,6.945141627823603
2016-06-02,-31.846984275991552
2016-06-03,9.651711924439187
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.9196949304620894
2016-06-07,176.221382529451
2016-06-08,-3.88824513969358
2016-06-09,-24.780643000669787
2016-06-10,34.15996972462767
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,-30.42511532207215
2016-06-14,-14.614834247555454
2016-06-15,-18.761521702698168
2016-06-16,-16.097644834106926
2016-06-17,27.549891406794245
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,14.229261710467124
2016-06-21,27.38011531430178
2016-06-22,424.2305144623537
2016-06-23,-57.33076689803895
2016-06-24,-30.641515393803
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,2.546075571052442
2016-06-28,-13.78133066866517
2016-06-29,-3.5010623913463434
2016-06-30,-19.212997714724175
2016-07-01,11.498833391835817
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,-4.161111111111115
2016-07-06,-4.934979614708324
2016-07-07,-26.583873655968617
2016-07-08,12.812846068660022
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,33.25316579954845
2016-07-12,-15.81089542892924
2016-07-13,-21.967492835736003
2016-07-14,-24.986683860839342
2016-07-15,-16.503475596083415
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,52.72133202040998
2016-07-19,-8.704316989537231
2016-07-20,-17.54678822509711
2016-07-21,72.4235935370839
2016-07-22,-41.75040079481563
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,74.07838120711712
2016-07-26,-23.61992562406752
2016-07-27,-15.772594752186588
2016-07-28,-16.265143648321224
2016-07-29,26.939770989210853
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,30.790022144066697
2016-08-02,-2.039190299529414
2016-08-03,-1.1844245628304215
2016-08-04,6.667009619836417
2016-08-05,-22.71039305522065
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,-29.377261949332333
2016-08-09,-2.4650998409613045
2016-08-10,5.910861491077091
2016-08-11,-19.561219689518023
2016-08-12,-3.583390929873997
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,12.175351530190248
2016-08-16,11.443739861377388
2016-08-17,-21.172422919147817
2016-08-18,-4.062447540708414
2016-08-19,-3.207932341790609
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,24.46520036155469
2016-08-23,131.6339869281046
2016-08-24,-46.26912465512917
2016-08-25,-31.43890769051231
2016-08-26,27.03546099290781
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,45.88209021884771
2016-08-30,-2.98196736368368
2016-08-31,3.395500015778352
2016-09-01,142.42636960170913
2016-09-02,-24.747264921755985
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,-26.546659082544256
2016-09-07,-17.075115018448507
2016-09-08,-7.223488697849434
2016-09-09,11.222949169602426
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,-1.1125898323130157
2016-09-13,-3.3860895779500466
2016-09-14,-37.1900596199922
2016-09-15,36.49146152140163
2016-09-16,0.9944105030547324
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,-26.00875217195444
2016-09-20,4.82713633398566
2016-09-21,9.251192698610256
2016-09-22,-9.515853426998287
2016-09-23,21.91867052750849
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,-17.58226628115104
2016-09-27,40.87871700634816
2016-09-28,-38.08846199454524
2016-09-29,30.57843325033518
2016-09-30,-5.159515951595162
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,131.9877817731895
2016-10-04,-40.97401623360389
2016-10-05,-46.98574050543554
2016-10-06,150.51398135818908
2016-10-07,-25.73457498830633
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,-5.058688806183797
2016-10-11,-29.789222929168048
2016-10-12,-15.362480673423809
2016-10-13,26.584462373775807
2016-10-14,71.16571795077367
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,6.655893580645911
2016-10-18,24.73375639533608
2016-10-19,23.073673092157374
2016-10-20,-27.43878018079872
2016-10-21,-41.97796132389757
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,-6.516273697085007
2016-10-25,-11.142607937200175
2016-10-26,130.3803680981595
2016-10-27,132.45455191024
2016-10-28,-67.31176061770164
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,9.630616107100298
2016-11-01,50.459263047972215
2016-11-02,-39.75354107648725
2016-11-03,-37.62636949264117
2016-11-04,93.9690915944214
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,-24.794014768752422
2016-11-08,-15.568073176403708
2016-11-09,150.12547435426612
2016-11-10,-17.40832731766404
2016-11-11,-40.91373716723701
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,64.2772972295349
2016-11-15,-40.44748328805592
2016-11-16,-11.983598154792418
2016-11-17,42.29850920102491
2016-11-18,6.6133289680996965
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,-16.300404967084425
2016-11-22,28.48887869754644
2016-11-23,-12.697647856658456
2016-11-24,0.0
2016-11-25,-51.63229011222633
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,91.42048096022992
2016-11-29,-1.9848979952309496
2016-11-30,-20.09776316085869
2016-12-01,44.52369541315442
2016-12-02,-21.147393882646693
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.7396779061425329
2016-12-06,-16.713324492903105
2016-12-07,61.04198608326455
2016-12-08,-41.52035006133397
2016-12-09,-14.764722457030144
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,-10.416896235078054
2016-12-13,179.79416950264465
2016-12-14,-39.17114846348863
2016-12-15,-22.43609819557204
2016-12-16,17.930798857000863
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,-8.13295056493455
2016-12-20,34.43135231214703
2016-12-21,11.057559019854546
2016-12-22,-40.25846839234964
2016-12-23,50.12375044196587
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,26.66095707097742
2016-12-28,-36.05997599607823
2016-12-29,6.939854593522798
2016-12-30,14.773794808405436
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,27.5858355231982
2017-01-04,89.31170124761536
2017-01-05,-47.28051009943371
2017-01-06,-6.492210362501483
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,-28.010636950740786
2017-01-10,-8.0286468149265
2017-01-11,-0.2513661202185768
2017-01-12,3.818341185493601
2017-01-13,60.7566883014089
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,-24.216313802724443
2017-01-18,-18.375744450460207
2017-01-19,105.15521358450516
2017-01-20,-45.62678633782963
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,48.96415574530837
2017-01-24,-20.71564291302751
2017-01-25,3.566609606283344
2017-01-26,-38.70610197176525
2017-01-27,0.4504933219123819
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,20.0486372106244
2017-01-31,8.28707479413855
2017-02-01,-3.8215786788464814
2017-02-02,-36.854602404769125
2017-02-03,-12.525002000160011
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,62.91672383042941
2017-02-07,19.152280701754385
2017-02-08,-7.34545797210705
2017-02-09,98.83549453343502
2017-02-10,-53.71346001381039
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,94.20393955300165
2017-02-14,4.489586889723451
2017-02-15,-32.63764090834831
2017-02-16,43.03643970169162
2017-02-17,-11.58916535967106
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,-9.275862620063611
2017-02-22,54.22692761639685
2017-02-23,70.36207881210737
2017-02-24,-45.212937137953226
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,40.2516031132214
2017-02-28,-46.96618037135279
2017-03-01,-20.87165397081324
2017-03-02,-30.30876390477181
2017-03-03,-12.900531057939013
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,14.938000959101185
2017-03-07,3.099389062732816
2017-03-08,7.680300621477087
2017-03-09,4.136690647482011
2017-03-10,-20.95738921970458
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,-1.425170400808795
2017-03-14,151.38622378085094
2017-03-15,-29.843124868393343
2017-03-16,33.792301343138
2017-03-17,-8.89907742351589
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,-44.37398999615236
2017-03-21,91.14628005422904
2017-03-22,-41.24279883044322
2017-03-23,-18.207572734215265
2017-03-24,70.08915125594844
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,10.332371221645742
2017-03-28,28.19541631893177
2017-03-29,-53.97616305273174
2017-03-30,12.84478537620368
2017-03-31,-20.581428984668797
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,321.5564863716384
2017-04-04,-27.029362210733986
2017-04-05,-22.237680816213768
2017-04-06,-29.94962504282505
2017-04-07,-17.045248704850923
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,67.36177832125077
2017-04-11,-25.31019635984082
2017-04-12,5.696467875484745
2017-04-13,53.44670864528072
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,-55.424035499644575
2017-04-18,-26.65088071133448
2017-04-19,28.405310142635965
2017-04-20,57.75782452539764
2017-04-21,-26.66276384687937
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,12.721184974943457
2017-04-25,32.540572440247864
2017-04-26,-30.317467385012687
2017-04-27,-26.12140575079872
2017-04-28,29.893905322031934
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,95.97380978803685
2017-05-02,-39.03687596267101
2017-05-03,32.52210745336998
2017-05-04,98.3906692460818
2017-05-05,-42.21806105144149
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,-14.317684321230727
2017-05-09,38.1074716334832
2017-05-10,-40.66449646049708
2017-05-11,-17.2042636198969
2017-05-12,-13.298834616517308
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,84.92818322981365
2017-05-16,-45.51954867488848
2017-05-17,61.63515954244432
2017-05-18,-15.764537612300543
2017-05-19,-17.089391205914605
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,-7.64570355832409
2017-05-23,-0.2494687240136794
2017-05-24,16.5547424972212
2017-05-25,-0.3834462479883949
2017-05-26,55.60829676904666
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,-0.2473661275025018
